질문,답변
구곡순담 백세인 축제는 어떤 축제인가요? 주요 목적과 내용을 설명해 주실 수 있을까요?,"구곡순담 백세인 축제에서는 4개 지역의 100세 이상 어른들과 가족을 초청하여 현대에 맞게 재연한 양로연의와 결혼 60주년 이상 된 어른들을 초청하여 결혼식을 다시 올려 주는 회혼례 한마당이 대표적인 주요 행사이다. 양로연의에서는 혈률랑 입장, 국왕 입장, 국궁 배례, 진탁 등 조선 시대에 베풀었던 잔치를 재현하여 볼거리를 제공한다.
부대 행사로는 장수 석학 초청 국제 심포지엄, 세계 장수촌과의 우호 교류 협약, 며느리 표창, 유명 가수 초청 축하 공연 등이 있고, 장수 벨트 군별 홍보관 및 특산품 전시장 운영 판매, 건강 의료 기기 전시 및 체험, 99세 이상 노인 기념품 증정 등 다양한 행사를 하고 있다. 구곡순담 백세인 축제 때에 맞추어 전국 장수 춤 경연 대회도 열리고 있다."
구곡순담 백세인 축제에서 어른들의 양로연의와 결혼 60주년 이상의 어른들을 위한 회혼례 한마당이 어떤 의미와 행사인가요? 어떻게 진행되나요?,"구곡순담 백세인 축제에서는 4개 지역의 100세 이상 어른들과 가족을 초청하여 현대에 맞게 재연한 양로연의와 결혼 60주년 이상 된 어른들을 초청하여 결혼식을 다시 올려 주는 회혼례 한마당이 대표적인 주요 행사이다. 양로연의에서는 혈률랑 입장, 국왕 입장, 국궁 배례, 진탁 등 조선 시대에 베풀었던 잔치를 재현하여 볼거리를 제공한다.
부대 행사로는 장수 석학 초청 국제 심포지엄, 세계 장수촌과의 우호 교류 협약, 며느리 표창, 유명 가수 초청 축하 공연 등이 있고, 장수 벨트 군별 홍보관 및 특산품 전시장 운영 판매, 건강 의료 기기 전시 및 체험, 99세 이상 노인 기념품 증정 등 다양한 행사를 하고 있다. 구곡순담 백세인 축제 때에 맞추어 전국 장수 춤 경연 대회도 열리고 있다."
"구곡순담 백세인 축제의 부대 행사 중에서 특히 흥미로운 행사나 활동이 어떤 것이 있나요? 예를 들면 국제 심포지엄, 건강 의료 기기 전시, 99세 이상 노인 기념품 증정 등이 어떤 내용인가요?","구곡순담 백세인 축제에서는 4개 지역의 100세 이상 어른들과 가족을 초청하여 현대에 맞게 재연한 양로연의와 결혼 60주년 이상 된 어른들을 초청하여 결혼식을 다시 올려 주는 회혼례 한마당이 대표적인 주요 행사이다. 양로연의에서는 혈률랑 입장, 국왕 입장, 국궁 배례, 진탁 등 조선 시대에 베풀었던 잔치를 재현하여 볼거리를 제공한다.
부대 행사로는 장수 석학 초청 국제 심포지엄, 세계 장수촌과의 우호 교류 협약, 며느리 표창, 유명 가수 초청 축하 공연 등이 있고, 장수 벨트 군별 홍보관 및 특산품 전시장 운영 판매, 건강 의료 기기 전시 및 체험, 99세 이상 노인 기념품 증정 등 다양한 행사를 하고 있다. 구곡순담 백세인 축제 때에 맞추어 전국 장수 춤 경연 대회도 열리고 있다."
구곡순담 백세인 축제에 참여하려면 어떻게 신청하고 참가할 수 있을까요? 관람객들은 어떤 방식으로 축제에 참여할 수 있나요?,"구곡순담 백세인 축제에서는 4개 지역의 100세 이상 어른들과 가족을 초청하여 현대에 맞게 재연한 양로연의와 결혼 60주년 이상 된 어른들을 초청하여 결혼식을 다시 올려 주는 회혼례 한마당이 대표적인 주요 행사이다. 양로연의에서는 혈률랑 입장, 국왕 입장, 국궁 배례, 진탁 등 조선 시대에 베풀었던 잔치를 재현하여 볼거리를 제공한다.
부대 행사로는 장수 석학 초청 국제 심포지엄, 세계 장수촌과의 우호 교류 협약, 며느리 표창, 유명 가수 초청 축하 공연 등이 있고, 장수 벨트 군별 홍보관 및 특산품 전시장 운영 판매, 건강 의료 기기 전시 및 체험, 99세 이상 노인 기념품 증정 등 다양한 행사를 하고 있다. 구곡순담 백세인 축제 때에 맞추어 전국 장수 춤 경연 대회도 열리고 있다."
구곡순담 백세인 축제 중에는 어떤 문화적인 행사나 공연이 열리는지 알려주세요.,"구곡순담 백세인 축제에서는 4개 지역의 100세 이상 어른들과 가족을 초청하여 현대에 맞게 재연한 양로연의와 결혼 60주년 이상 된 어른들을 초청하여 결혼식을 다시 올려 주는 회혼례 한마당이 대표적인 주요 행사이다. 양로연의에서는 혈률랑 입장, 국왕 입장, 국궁 배례, 진탁 등 조선 시대에 베풀었던 잔치를 재현하여 볼거리를 제공한다.
부대 행사로는 장수 석학 초청 국제 심포지엄, 세계 장수촌과의 우호 교류 협약, 며느리 표창, 유명 가수 초청 축하 공연 등이 있고, 장수 벨트 군별 홍보관 및 특산품 전시장 운영 판매, 건강 의료 기기 전시 및 체험, 99세 이상 노인 기념품 증정 등 다양한 행사를 하고 있다. 구곡순담 백세인 축제 때에 맞추어 전국 장수 춤 경연 대회도 열리고 있다."
섬진강 영화제는 어떤 종류의 영화 페스티벌인가요? 그리고 이 영화제가 지역 군민과 관광객에게 어떤 이점을 제공하고자 하는 목표와 의도가 무엇인가요?,섬진강 영화제는 전북 순창지역만이 지닌 고유한 영화 페스티벌을 통해 지역 군민 모두가 하나 되어 교류하고 소통하는 문화의 장 창출을 통해 로케이션 마케팅 효과와 관광객 유치로 지역경제 활성화를 이루자는 데 의의와 목적이 있다.
단오 물맞이 음악회는 어떤 행사인가요? 어떤 종류의 음악과 예술이 이 행사에서 선보이나요?,"단오절을 맞이해 청정 약수의 고장 순창에서 창포 물맞이 체험과 함께 즐기는 음악회.
단오음악회는 국악원, 난타, 풍물팀 등 예술단체와 민요, 성악, 가요 등 다양한 분야의 연예인이 참여한다. 행사장에서는 창포물 머리감기와 야외 온천족욕 등 단오물맞이 체험행사도 진행된다."
"단오 물맞이 음악회에서 어떤 체험 활동이 제공되며, 참여자들은 어떻게 이 행사를 즐길 수 있나요?","단오절을 맞이해 청정 약수의 고장 순창에서 창포 물맞이 체험과 함께 즐기는 음악회.
단오음악회는 국악원, 난타, 풍물팀 등 예술단체와 민요, 성악, 가요 등 다양한 분야의 연예인이 참여한다. 행사장에서는 창포물 머리감기와 야외 온천족욕 등 단오물맞이 체험행사도 진행된다."
"단오 물맞이 음악회의 체험행사에서는 어떤 활동이 진행되며, 이 행사의 주요 특징이 무엇인가요?","단오절을 맞이해 청정 약수의 고장 순창에서 창포 물맞이 체험과 함께 즐기는 음악회.
단오음악회는 국악원, 난타, 풍물팀 등 예술단체와 민요, 성악, 가요 등 다양한 분야의 연예인이 참여한다. 행사장에서는 창포물 머리감기와 야외 온천족욕 등 단오물맞이 체험행사도 진행된다."
고창군 축제는 뭐가 있을까요?,"청보리밭축제, 고창 복분자와 수박축제, 고창모양성제, 고창해풍고추축제, 고창갯벌축제, 고창국화축제, 고창 메밀꽃잔치, 선운문화제, 미당문학제, 동학농민혁명 무장기포기념제가 있습니다."
고창 청보리밭축제는 어떤 축제인가요? 그 특징과 주요 행사는 어떤 내용으로 이루어지나요?,"고창군 청보리밭의 아름다움은 사진작가들과 여행 동호인들에 의해 알려지기 시작했다.그러면서 자연스럽게 고창을 찾는 관광객이 늘어났고 질서유지의 필요성이 대두되면서 방문객들의 불편해소와 지역문화의 소개를 목적으로 지역주민과 군청 등이 합의하여 축제를 개최하게 되었다. 드넓은 대지에 초록빛을 뽐내는 청보리는 일상에 지친 현대인의 몸과 마음에 상쾌함을 선물해준다. 청량한 힐링의 시간을 보내기 위해 매년 축제 기간에만 50만여 명의 관광객이 축제장을 찾을 정도로 봄철 대표 축제로 확실하게 자리매김했다. 올해 고창 청보리밭축제는 유채와 보리밭을 배경으로 축하공연과 함께 여는마당을 시작으로 주말 및 공휴일에는 세계무형문화유산 고창농악보존회에서 진행하는 청보리밭 농악놀이와 어울마당, 보리밭 사잇길 버스킹공연, 신나는 예술버스 공연 등 다채로운 문화공연행사가 준비되어 있으며, 보물찾기, 보리빵 만들기, 보리새싹 키우기, 고창 방문의 해 이벤트 등 다양한 프로그램을 운영한다. 이 축제는 매년 드넓게 펼쳐진 청보리밭의 아름다움을 카메라에 담기위해 많은 사진사와 여행객들의 발길이 끊이지 않고 있다."
"청보리밭축제가 고창 지역에서 어떻게 시작되었고, 어떤 목적으로 개최되고 있나요?","고창군 청보리밭의 아름다움은 사진작가들과 여행 동호인들에 의해 알려지기 시작했다.그러면서 자연스럽게 고창을 찾는 관광객이 늘어났고 질서유지의 필요성이 대두되면서 방문객들의 불편해소와 지역문화의 소개를 목적으로 지역주민과 군청 등이 합의하여 축제를 개최하게 되었다. 드넓은 대지에 초록빛을 뽐내는 청보리는 일상에 지친 현대인의 몸과 마음에 상쾌함을 선물해준다. 청량한 힐링의 시간을 보내기 위해 매년 축제 기간에만 50만여 명의 관광객이 축제장을 찾을 정도로 봄철 대표 축제로 확실하게 자리매김했다. 올해 고창 청보리밭축제는 유채와 보리밭을 배경으로 축하공연과 함께 여는마당을 시작으로 주말 및 공휴일에는 세계무형문화유산 고창농악보존회에서 진행하는 청보리밭 농악놀이와 어울마당, 보리밭 사잇길 버스킹공연, 신나는 예술버스 공연 등 다채로운 문화공연행사가 준비되어 있으며, 보물찾기, 보리빵 만들기, 보리새싹 키우기, 고창 방문의 해 이벤트 등 다양한 프로그램을 운영한다. 이 축제는 매년 드넓게 펼쳐진 청보리밭의 아름다움을 카메라에 담기위해 많은 사진사와 여행객들의 발길이 끊이지 않고 있다."
청보리밭축제에는 어떤 종류의 문화 공연과 체험 프로그램이 제공되나요? 관광객들이 이 축제를 어떻게 즐길 수 있을까요?,"고창군 청보리밭의 아름다움은 사진작가들과 여행 동호인들에 의해 알려지기 시작했다.그러면서 자연스럽게 고창을 찾는 관광객이 늘어났고 질서유지의 필요성이 대두되면서 방문객들의 불편해소와 지역문화의 소개를 목적으로 지역주민과 군청 등이 합의하여 축제를 개최하게 되었다. 드넓은 대지에 초록빛을 뽐내는 청보리는 일상에 지친 현대인의 몸과 마음에 상쾌함을 선물해준다. 청량한 힐링의 시간을 보내기 위해 매년 축제 기간에만 50만여 명의 관광객이 축제장을 찾을 정도로 봄철 대표 축제로 확실하게 자리매김했다. 올해 고창 청보리밭축제는 유채와 보리밭을 배경으로 축하공연과 함께 여는마당을 시작으로 주말 및 공휴일에는 세계무형문화유산 고창농악보존회에서 진행하는 청보리밭 농악놀이와 어울마당, 보리밭 사잇길 버스킹공연, 신나는 예술버스 공연 등 다채로운 문화공연행사가 준비되어 있으며, 보물찾기, 보리빵 만들기, 보리새싹 키우기, 고창 방문의 해 이벤트 등 다양한 프로그램을 운영한다. 이 축제는 매년 드넓게 펼쳐진 청보리밭의 아름다움을 카메라에 담기위해 많은 사진사와 여행객들의 발길이 끊이지 않고 있다."
고창 복분자와 수박축제는 어떤 축제인가요? 그 주요 목적과 내용은 무엇인가요?,"고창복분자와 수박축제는 대한민국 대표브랜드 대상을 6년 연속 수상한 고창 황토배기 수박과 고창 복분자의 맛과 체험을 위해 매년 6월 개최되고 있다. 고창의 맑고 깨끗한 지역에서 생산되는 특산품이자 지역의 대표 브랜드인 복분자와 수박을 활용한 축제로, 축제기간 중에는 전국 최고 품질을 자랑하는 고창수박과 고창복분자로 만든 화채를 시식할 수 있는 코너와 남녀노소 누구나 재미있게 즐길 수 있는 수박 빨리먹기, 수박 빨리 나르기, 장애물 3종경기 등이 진행되며, 품질 좋은 농산물을 현장에서 구입할 수 있는 부스도 운영된다."
고창 복분자와 수박축제에서는 어떤 종류의 활동과 이벤트가 열리나요? 가족이 함께 참여할 수 있는 프로그램은 무엇인가요?,"고창복분자와 수박축제는 대한민국 대표브랜드 대상을 6년 연속 수상한 고창 황토배기 수박과 고창 복분자의 맛과 체험을 위해 매년 6월 개최되고 있다. 고창의 맑고 깨끗한 지역에서 생산되는 특산품이자 지역의 대표 브랜드인 복분자와 수박을 활용한 축제로, 축제기간 중에는 전국 최고 품질을 자랑하는 고창수박과 고창복분자로 만든 화채를 시식할 수 있는 코너와 남녀노소 누구나 재미있게 즐길 수 있는 수박 빨리먹기, 수박 빨리 나르기, 장애물 3종경기 등이 진행되며, 품질 좋은 농산물을 현장에서 구입할 수 있는 부스도 운영된다."
